LSOA,FTTP_AVAILABILITY,FTTC_AVAILABILITY,GFAST_AVAILABILITY,DSL_AVAILABILITY,CABLE_AVAILABILITY,OPERATOR_COUNT,DOWN_MBPS,UP_MBPS
E01014752,0.172414,0.827586,0,0.982759,0.741379,4.517241,50.11252083,7.268989583
E01014880,0.954545,1,0,1,0.818182,6.454545,105.4191528,16.89486111
E01004651,0.814815,0.888889,0,1,0.018519,4.740741,37.81138235,12.21841176
E01013868,0.892857,1,0,1,0.964286,8.5,81.90985,16.5552
E01004018,0.392857,1,0,1,0.964286,5.857143,57.23786111,10.08888426
E01018773,0.333333,0.666667,0,0.666667,0,2.966667,28.53799603,7.258146825
E01025149,0.931818,1,0,1,0.886364,7.522727,44.76595313,11.63096875
E01015011,0.414634,0.95122,0,1,0.829268,5.609756,71.39755882,14.23314706
W01001589,0,0.777778,0.194444,0.972222,0,3,50.07855833,11.79394167
S01010542,0,0.971429,0,0.971429,0,1,34.28790741,7.831305556
E01003478,0.764706,0.823529,0,0.823529,0.823529,5.823529,58.928,9.942395833
E01004507,0.370968,0.645161,0.209677,0.951613,0,3.983871,60.44930108,32.74189247
E01004029,0.923077,0.596154,0,0.865385,0,5,93.58954861,66.04225694
S01007721,0.9375,0.5625,0.4375,1,0.9375,7.5625,79.499,15.009
E01029209,0.287879,0.651515,0,0.712121,0,2.090909,19.53913913,5.171488406
E01015602,0.757895,0.926316,0,0.978947,0.768421,7.6,85.5995,13.268
E01014859,0.955556,0.955556,0,0.977778,0,3.933333,29.43364815,8.987324074
S01009722,0.057692,0.942308,0,0.942308,0,2.942308,30.74292308,6.606653846
E01007443,0.066667,0.906667,0.08,0.986667,0.88,5.72973,86.12471111,23.52045556
E01029329,0.353846,0.938462,0,0.938462,0,2.9375,41.74333333,10.7705
S01013305,0,0.785714,0.214286,1,1,5,131.7923182,19.87390909
E01007902,0.541667,0.520833,0,0.895833,0.5625,5.270833,62.98120833,12.899
E01003077,0.833333,0.75,0,0.875,0.416667,5.869565,44.17571491,11.43809211
E01026705,0.93617,1,0,1,0,3.425532,29.20977451,8.944480392
E01025476,0.7,0.275,0,0.3,0.725,4.275,48.46000303,7.272154545
E01024459,0.716216,0.905405,0,0.986486,0,4,57.59011594,22.98857971
E01001215,0.666667,0.805556,0,0.861111,0.277778,4.916667,54.24195833,12.283
S01010130,0.791667,0.75,0,0.75,0.666667,4.833333,73.245,12.1725
E01016000,0.8,1,0,1,1,5.966667,68.48333333,11.82330556
E01005365,0.96875,0.03125,0,0.03125,0.40625,4.25,46.9575,11.20022727
E01013866,0.8,1,0,1,0.9,8.2,224.2178636,108.6295455
E01007570,1,0.894737,0,0.894737,1,9.394737,37.01866667,8.693933333
S01009661,0.255319,0.808511,0,0.914894,0,2.489362,13.37669048,2.262047619
S01011538,0,0.857143,0,1,0.904762,5.619048,43.44566667,8.021466667
E01032664,0.5,0.970588,0,0.970588,0.632353,5.191176,34.07157895,7.842763158
E01025051,0.692308,0.74359,0.25641,1,0.564103,5.384615,40.8856746,10.14047619
E01021233,0.137255,0.882353,0,0.882353,0,2.764706,32.33073333,8.1498
E01030118,0.590909,0.954545,0,0.954545,0,2.909091,44.74741667,12.58147436
E01014903,0,0.625,0.375,1,0.95,5.5,76.47430769,11.02284615
E01006679,0.019231,0.173077,0.826923,1,0.153846,3.442308,52.27642857,14.43321429
E01015992,0.528571,0.785714,0,0.814286,0.828571,5.5,75.87844892,11.29706452
E01001082,0.826087,0.913043,0,1,0.913043,5.652174,118.9681833,77.2338
E01001548,0.034483,0.896552,0,1,0.896552,5.655172,61.960625,7.505
S01011831,0,0.238095,0,0.952381,0,1.2,13.29938462,1.595576923
E01009234,0.8,0.7,0.2,0.9,1,5.75,77.2285,14.63813889
E01011591,0.854167,0.666667,0.145833,0.729167,0.916667,6.851064,73.72026316,35.14105263
E01000930,0.882353,0.607843,0,0.921569,0.764706,6.313725,153.3305313,57.98153125
95MM12S3,1,0,0,0,0.9,4.75,110.3702917,13.69172222
E01014217,0,1,0,1,0.939394,4.787879,87.73768182,11.53663636
E01001702,0.5,1,0,1,0.95,6,211.1723333,15.34133333
E01007723,0.470588,1,0,1,0.176471,3.882353,31.4386,5.453366667
E01024935,0.815789,0.947368,0,0.973684,0.684211,7.289474,50.47786979,10.16510417
W01000569,0.08,0.96,0,0.96,0,3.84,23.00416667,6.413083333
E01031659,0.190476,0.873016,0,0.873016,0,3.492063,32.99012889,8.367675556
E01001798,0.333333,0.708333,0.291667,1,0.333333,4.708333,41.55145714,10.40626667
E01016238,0.263158,0.710526,0.184211,0.894737,0.578947,5.297297,60.48413333,12.78643333
95FF02W1,0.824561,0.684211,0,0.789474,0,2.236842,40.04196667,10.02051667
S01010429,0.851852,0.666667,0.296296,1,0.925926,8.074074,58.05678571,11.90622619
E01028515,0,0.4375,0.5625,1,0.84375,5.09375,53.946125,9.963645833
S01008128,0,0.884615,0,1,0.961538,5.807692,78.5845,11.2579375
E01019048,0.253521,0.71831,0,0.71831,0,3.128571,43.52576923,14.45223077
E01032218,0.018519,1,0,1,0,4,32.477675,8.361383333
E01017267,0.5,0.5,0.454545,0.954545,0.818182,6.761905,63.846,32.948125
E01027942,0.693548,0.225806,0,0.306452,0.548387,3.967742,119.9590833,14.93016667
S01010519,0.0625,0.9375,0,0.9375,0,2.875,29.20578571,7.510857143
E01013513,0.681818,1,0,1,0.954545,5.909091,174.9865,20.3285
W01001037,0.391304,0.543478,0.413043,0.978261,0.347826,4.608696,46.79471275,8.145638235
E01032213,0.37931,0.706897,0,0.793103,0,2.172414,23.32366667,6.389975309
E01002466,0,0.555556,0.444444,1,1,5.555556,87.43236458,25.332625
E01007612,0.098039,0.960784,0,0.960784,0,3.196078,35.59575,4.814802083
E01027261,0.709677,0.741935,0,0.951613,0,1.883333,58.63038095,22.84966667
E01018360,0.134615,0.778846,0.115385,0.923077,0,2.048077,25.69759314,5.93547549
W01001739,0.12,0.4,0.6,1,1,5.36,69.92270833,10.397875
E01026810,0.275,0.85,0,0.9,0.7,5.2,59.65761111,9.998166667
E01008583,0.53125,0.6875,0.28125,0.96875,0.5,4.4375,56.18264881,10.09414286
E01019605,0.17284,0.679012,0,0.765432,0,1.293333,44.71898933,7.953048
S01010935,0.571429,0.428571,0,0.428571,0,3,42.62188889,8.118555556
S01011090,0,0.784615,0,0.984615,0,2.215385,26.55235317,7.027313492
E01016381,1,1,0,1,1,10,112.1875,13.858
E01030355,0.459459,0.783784,0.189189,0.972973,0.756757,5.648649,116.2795556,14.2875
E01020291,0.113402,0.690722,0,0.886598,0,1,25.6495,5.840861905
E01007197,0.636364,1,0,1,0,3,53.92767647,12.50829412
E01019746,0,1,0,1,0,3,41.07819565,9.403028986
E01006098,0.71875,0.8125,0.1875,1,0.9375,6.34375,139.3408222,17.29933333
E01022274,0.763636,0.781818,0.018182,0.927273,0,3.254545,33.73677273,12.80949242
S01010079,0.708333,1,0,1,0.875,5.708333,74.10846154,11.19538462
E01031377,0.372093,0.906977,0,0.906977,0.767442,4.302326,71.71223529,13.52461765
E01016556,0,1,0,1,0.973684,5.789474,85.57916667,11.84263889
E01024638,0.692308,0.980769,0,1,0.692308,6.076923,66.38128125,11.38060417
S01010818,0.127273,0.909091,0,1,0.127273,3.381818,17.01320513,3.153384615
E01030424,0.025641,0.974359,0,0.974359,0.897436,5.641026,59.283625,10.7556875
E01012362,0.966667,0.966667,0,0.966667,1,6.8,39.94204167,7.347083333
E01018668,0.119403,0.895522,0,0.895522,0.134328,3.328358,57.87260897,11.10766026
E01005357,0.9375,1,0,1,0.96875,5.90625,77.865,12.62472727
S01011410,0.052632,0.578947,0,1,0.789474,4.578947,91.20983333,12.7255
S01010040,0.148148,0.703704,0.185185,0.925926,0.407407,4.37037,58.189,16.61214286
E01015643,1,0.571429,0.428571,1,1,8.571429,83.34195128,20.65823333
E01029364,0.833333,0.944444,0,0.944444,0,4.6,37.88515741,10.1107037
E01030183,0.408163,1,0,1,0,4.408163,22.22222222,4.880694444
E01011406,0.914286,0.057143,0,0.085714,0.942857,4.942857,119.5726875,14.4316875
W01001609,0.058824,0.617647,0.382353,1,0.676471,4.382353,102.29,13.61472222
E01025231,0.1,0.966667,0.033333,1,0.866667,6.8,66.70975833,10.96475833
E01014421,0.580645,0.870968,0,0.935484,0.16129,3.870968,28.77105641,7.057979487
W01001581,0.388235,0.905882,0,0.905882,0,1.435294,35.53876,8.266353333
E01002734,0.108108,0.837838,0,0.945946,0.810811,5.405405,76.73045455,17.37918182
E01029896,0,1,0,1,0.023256,3.023256,33.78205,7.661375
E01005508,0.4,0.84,0.14,0.98,0.02,3.88,48.64106667,10.2715375
E01012390,0.342105,0.763158,0,0.973684,0.947368,5.605263,65.26785714,14.56107143
E01007553,0.734694,0.265306,0,0.265306,0.040816,3.979592,36.2633,9.63736
E01033626,0.625,1,0,1,0.3125,4.0625,68.0399375,16.621125
E01029539,0.032258,1,0,1,0.967742,5.935484,56.0799,8.240593333
E01007389,0.860465,1,0,1,0.860465,5.581395,43.30791111,8.595688889
E01014467,0.045455,1,0,1,0,4.045455,29.49674286,7.609009524
S01009624,1,0,0,0,0.95,4.9,29.570625,7.21
E01001870,0.774194,0.483871,0,0.935484,0.258065,5.096774,39.16112821,10.84412821
E01029089,0.566372,0.973451,0,0.99115,0,1.696429,35.7893287,13.35550926
E01018626,0.346667,0.986667,0,0.986667,0.72,5.666667,74.04408772,12.14962281
E01019793,0.837838,1,0,1,0.810811,6.432432,48.8369,10.83062778
E01011337,0.862069,0.896552,0,0.896552,0.862069,7.103448,31.15875,5.60375
E01002684,0.302083,0.8125,0,0.875,0.427083,4.88172,97.39441071,30.75828571
S01013020,1,1,0,1,0,7,139.9425,23.22166667
E01020824,0,0.465116,0.534884,1,0,2.953488,33.81666667,8.511733333
S01012280,0.75,1,0,1,0,3,117.3541667,20.54205556
E01006842,0,1,0,1,0.818182,5.606061,61.90557143,9.614119048
E01029223,0.169014,0.971831,0,0.971831,0,1.591549,32.43845652,8.699413043
E01011976,0.074074,0.888889,0,1,1,5.925926,58.84857143,9.529285714
E01019776,0.235294,1,0,1,0.235294,3.647059,34.50071111,8.308111111
E01007136,1,0,0,0,1,4.977273,69.95208824,9.309382353
W01001531,0.025,1,0,1,0,2.95,34.99495098,7.638156863
E01021211,0,0.987805,0,0.987805,0,2.987805,40.87877083,9.047958333
E01000198,0.06383,1,0,1,0.574468,5.148936,50.10344737,10.82207895
E01010926,1,1,0,1,1,6,74.47791667,11.39916667
E01023008,0.295775,0.760563,0.28169,0.985915,0.507042,4.732394,36.20161364,7.191840909
E01024841,0.731707,0.902439,0.073171,0.97561,0.902439,6.341463,45.00347059,11.12212745
E01018974,0.528302,0.443396,0,0.5,0,1.09434,46.57997386,11.10013725
E01002637,0,0.315789,0,0.973684,0.342105,3.973684,100.3523542,27.973875
E01015321,0.95,1,0,1,0.975,8.725,102.1923333,17.97333333
E01030033,1,0.636364,0.363636,1,0.969697,7.969697,84.801,12.98484615
E01016535,0,0.538462,0.461538,1,1,5.346154,40.34334848,10.45266667
E01029020,0.592105,0.894737,0,0.947368,0,2.72,34.03587037,6.525179012
E01015315,0.854167,0.541667,0.25,0.979167,0.916667,7.489362,136.2959053,32.13301136
E01009059,0.8,0.7,0.2,0.9,1,5.7,97.70916667,13.90333333
E01019127,0,0.948276,0,1,0,3.931034,27.74809091,6.331477273
E01000017,0.952381,0.047619,0,0.047619,1,5.047619,158.612,14.9365
E01028289,0.074074,0.851852,0,0.962963,0.925926,5.62963,89.04727273,14.53681818
E01006576,0.967742,0.032258,0,0.032258,0.935484,4.677419,105.5287167,15.63491667
S01008997,0.327273,0.709091,0.090909,0.872727,0.072727,3.166667,34.10086458,8.221177083
E01004288,0.863636,0.954545,0,1,0.045455,6,132.6900667,100.72875
E01012145,0,0.434783,0,1,0.934783,4.869565,67.07833333,10.650625
E01005786,0.85,0.125,0,0.15,0.85,4.8,76.59220455,10.49768182
E01009289,1,1,0,1,0.961538,5.884615,41.09138889,7.441611111
E01018867,0.808824,0,0,0.147059,0,3.544118,36.36841414,9.900222222
E01026481,0.193548,0.903226,0,0.935484,0,2.016393,35.9075,7.975466667
S01012298,0.04,1,0,1,0,1.04,46.61285714,9.442857143
S01012181,0.826087,0.695652,0,1,1,8.043478,62.0195,10.35588889
S01009357,0.285714,0.690476,0,0.690476,0.190476,3.756098,85.52321429,15.0775
E01025650,0,0.8,0.2,1,1,5.766667,68.5713,11.69276667
E01003794,0,0.909091,0.090909,1,1,5.818182,116.2915903,9.325111111
E01024202,0.522388,0.477612,0,0.477612,0,3.895522,24.4168131,5.533510119
E01027840,0.054545,0.945455,0,0.963636,0,2.009091,40.71815278,9.541854167
E01021968,0.837838,1,0,1,0,5.324324,31.45567778,7.314355556
E01007999,1,0.066667,0,0.066667,0.866667,6.666667,47.46766667,8.341
E01026191,0.22449,0.877551,0,0.918367,0.183673,3.673469,38.07176812,8.396362319
E01021484,0,1,0,1,0.870968,5.677419,76.29883333,13.001
E01027733,1,0.296296,0,0.962963,0.962963,7.888889,43.60344118,8.369137255
S01009464,0.818182,1,0,1,0,3.318182,18.86616667,3.050666667
E01031657,0.088235,0.941176,0,0.955882,0,2.323529,34.12384722,14.05807639
E01014254,0.512821,0.923077,0,0.923077,0.820513,5.794872,87.41807143,10.66735714
W01001853,0.935484,0.064516,0,0.064516,0,3.064516,25.29316176,6.476828431
E01005579,0.045455,0.954545,0,0.954545,0.954545,5.772727,228.243,22.63083333
E01021684,0.034483,1,0,1,0.724138,5.448276,87.04533333,12.6139
E01026145,0,1,0,1,0.888889,6.777778,61.36977083,8.795208333
E01024399,0.02439,1,0,1,0.97561,6.97561,87.11135,18.59615
E01013546,0.777778,0.311111,0.177778,0.488889,0.955556,5.688889,93.76490476,19.17353571
95NN16S2,0.930233,0.883721,0,0.883721,0,3.651163,27.64946053,11.17157895
S01012916,0,1,0,1,0.923077,5.846154,141.2125,14.88125
E01029553,0,1,0,1,0.84375,5.65625,103.5182222,13.44333333
E01030631,0.315789,1,0,1,0.868421,5.684211,105.0579,14.3359
E01017199,0.866667,0.888889,0.111111,1,0.977778,7.711111,184.6887321,99.02589286
E01018916,0.148649,0.851351,0,0.851351,0,3.081081,44.1958587,10.0736558
E01018320,0,0.740741,0.259259,1,0,3.37037,32.6880119,8.316666667
E01030138,0.269841,0.81746,0,0.825397,0,1.448,42.2784,9.471636111
E01033247,0.139241,0.848101,0.025316,0.949367,0,3.844156,35.66488889,10.37258333
95SS11S2,0.757009,0.626168,0,0.82243,0,1.88785,75.61518391,11.99633333
W01000063,0.426667,0.626667,0,0.706667,0.013333,2.96,35.88645062,9.961481481
E01024548,0.02,0.9,0,0.93,0,2.010526,29.79576923,6.897115385
E01024798,0.3,0.98,0,0.98,0.42,4.030303,27.65442529,6.399965517
S01011606,0.769231,1,0,1,0.692308,5.384615,53.92829167,14.30464583
E01006648,0.097561,0.670732,0.036585,0.853659,0.512195,3.95,78.077,15.2256
E01021790,0.7,0.866667,0,0.966667,0.566667,5.033333,32.27233333,7.039651515
E01006247,0,0.814815,0,1,0.962963,6.703704,72.92182813,10.47404688
E01030650,0,0.64,0.36,1,1,5.48,65.544875,11.667875
E01014609,0.69697,0.212121,0,0.30303,1,5.212121,133.1055556,15.71763889
E01022934,0.222222,0.777778,0,0.777778,0.777778,5.638889,47.45972727,12.09228788
E01030992,0,0.804878,0.195122,1,0.829268,5.439024,77.77002564,14.76567949
S01012143,1,1,0,1,1,8.111111,45.1695,16.77220833
E01030518,0,1,0,1,0.857143,4.666667,69.1388,12.47106667
E01032215,0.083333,1,0,1,0,4.083333,33.21615,7.00735
E01029625,0.857143,1,0,1,0.857143,5.571429,86.21811111,11.20753704
E01033657,0.37931,0.551724,0.034483,0.689655,0.241379,4.172414,40.169,19.0075
E01017289,0.010204,0.989796,0,0.989796,0,3.530612,29.62668939,7.494416667
E01011533,0.863636,0.795455,0,0.795455,0.931818,6.977273,76.00713333,20.31991667
W01000272,0.328947,0.736842,0,0.75,0.013158,2.881579,29.75223232,6.761729798
E01018068,0.348315,0.741573,0,0.786517,0,1.556818,33.07084615,9.362076923
E01012130,0,1,0,1,1,5,103.1173,11.75935
E01021578,0.605263,0.815789,0.184211,1,0.894737,5.657895,109.07625,14.7534375
E01031207,0.461538,0.276923,0.215385,0.492308,0,1.920635,45.93127083,11.78330208
E01031358,0.486486,0.810811,0,0.891892,0.702703,4.388889,64.40416667,18.75416667
E01022697,0,0.682927,0.317073,1,0.902439,5.780488,37.79246078,7.809617647
E01017997,0.805556,0.444444,0.277778,0.833333,0.805556,6.944444,48.00077273,9.190136364
E01022264,0.77551,0.918367,0,0.938776,0,3.75,42.20827778,17.63130556
E01017778,0.179487,1,0,1,0,3.641026,58.97533333,11.87871795
S01011829,0,0.916667,0,0.916667,0,1,18.64016667,2.975166667
E01023899,0.791667,0.916667,0.083333,1,0.958333,5.791667,38.00722222,11.94777778
E01023196,0.102273,0.920455,0,0.988636,0.102273,3.102273,36.08737681,7.567304348
E01030658,0.714286,0.97619,0,0.97619,0.238095,3.428571,144.5119167,13.34814583
E01011366,0.745098,0.509804,0.098039,0.843137,0.784314,6.66,87.79040625,12.680625
W01000430,0.285714,0.454545,0,0.714286,0,1.428571,36.95351724,7.89291954
S01007671,0.134615,0.788462,0,0.865385,0,2.307692,22.28694444,6.031435185
E01016581,0.670213,0.989362,0,0.989362,0,3.648936,35.451875,13.45046875
E01003394,0.76,1,0,1,1,6.76,61.5875,8.020909091
E01002520,0.588235,0.705882,0,0.745098,0.509804,4.490196,62.11253846,11.013
E01002072,0.393939,0.878788,0,0.909091,0.424242,4.757576,48.65704545,19.47704545
E01028500,0.32,0.7,0.1,0.96,0.04,3.36,30.54527778,10.01528889
E01028467,0.1875,0.979167,0,0.979167,0.791667,5.520833,102.4119259,15.56063889
S01012922,0.35,1,0,1,0.8,5.6,66.30903704,10.18232407
E01028857,0.306931,0.782178,0.059406,0.920792,0.188119,3.475248,47.40322727,10.5732904
E01022736,0.971429,0.6,0,0.6,0.971429,6.542857,112.9094375,15.70747917
E01031580,0.111111,1,0,1,0.711111,5.488889,44.4942037,10.21535185
E01024159,0.5,0.888889,0.111111,1,0.75,4.25,27.64031579,7.66177193
S01007741,0.368421,0.421053,0.368421,1,0.894737,5.894737,111.5858333,13.91358333
E01009865,0.086957,0.956522,0,0.956522,0.913043,5.73913,103.372125,12.44291667
E01028017,0.563636,1,0,1,0,3,50.40027778,22.46019444
S01007165,0,1,0,1,0.861111,4.638889,70.30803704,13.89311111
W01001754,0.627907,0.186047,0.186047,0.372093,0.906977,4.813953,76.50255128,8.750384615
E01031981,0.954545,0.045455,0,0.045455,0.909091,4.772727,29.408,9.295
S01007490,0,1,0,1,0,3,32.67388889,6.048166667
E01003066,0.472222,0.805556,0,0.972222,0.416667,5.083333,219.5665278,101.7235556
E01004719,0.9,1,0,1,0.033333,5.833333,197.7304697,148.8859811
E01000656,0.676471,0.823529,0,0.970588,0.852941,4.647059,99.69409524,17.31978571
E01015292,0.975,0.825,0.175,1,0.975,7.85,108.06725,46.99543182
S01008599,0.92,0.8,0,0.8,0.96,7.8,101.106375,35.4995
E01012943,0.813953,1,0,1,0,4.186047,41.01571875,11.11259375
E01000822,0.12,1,0,1,0.92,5.84,53.65885714,12.45425
S01011535,0.2,0.8,0,0.8,0.8,5.266667,97.17391667,16.618
E01022945,0.017857,0.946429,0,0.964286,0.785714,5.428571,45.11846825,9.114880952
S01012006,0.455882,0.397059,0,0.573529,0.132353,1.530303,36.4137971,7.952985507
E01026045,0.063291,0.936709,0,0.987342,0,1.822785,28.365125,6.647394444
E01025986,0.04,1,0,1,0.84,4.72,79.00822222,11.531
E01024417,0.448276,0.982759,0,0.982759,0,3.37931,35.08723913,9.811608696
S01008515,0.777778,0.888889,0.277778,1,1,5.833333,66.66628571,10.34678571
E01023937,0.088889,0.644444,0.222222,0.866667,0.8,5.113636,91.28516667,11.3325
E01029808,0.767442,1,0,1,0,3.604651,33.48023333,9.75364
E01032987,0.351351,0.972973,0,0.972973,0.189189,3.567568,51.39940476,9.36797619
E01014311,0,1,0,1,0.882353,5.705882,71.96001667,31.77375556
E01011371,0.904762,0.5,0.214286,0.738095,0.880952,7.666667,70.03266667,7.667909091
E01006513,0.357143,0.181818,0.051948,0.577922,0,3.460938,65.3465625,44.0965625
E01022857,0.465116,0.697674,0,0.883721,0.174419,3.75,77.49221264,17.10028736
E01031842,0.126437,0.977011,0,0.977011,0,1.270588,29.34078226,5.778599462
S01010712,0.043478,0.956522,0,0.956522,0,2.956522,22.7622,3.7266
E01029496,0.857143,0.057143,0.085714,0.142857,0.828571,4.771429,80.61384615,15.26833333
E01025586,1,0,0,0,0,3,53.46196429,14.47192857
E01015765,0.034483,0.448276,0.482759,0.931034,0.862069,5.068966,56.80708333,10.007
E01009060,0.8,0.8,0.2,1,1,5.7,95.89183333,13.18166667
E01011132,0.026316,0.973684,0,1,0.921053,5.815789,64.96872222,17.10512037
S01008666,0.5625,0.0625,0.25,0.75,1,5.3125,86.80444444,38.24011111
E01026118,0.531915,0.978723,0,0.978723,0,3.425532,33.58291358,6.033234568
S01010836,0.684211,1,0,1,0.684211,5.052632,38.94625,8.425833333
E01032041,0.414634,0.926829,0,0.987805,0.304878,1.987805,58.84929524,9.630019048
E01030180,0.6875,1,0,1,0,4.6875,43.7445,12.80119048
E01031576,0.923077,1,0,1,0.923077,9.653846,74.15940278,12.39419444
E01001571,1,1,0,1,1,6.7,90.096125,32.77663194
E01000639,0.52381,1,0,1,0.714286,6.095238,75.02307143,13.79135714
E01028945,0.135593,0.881356,0,0.881356,0,3.915254,32.94588235,8.611470588
E01018711,0.565217,0.391304,0.043478,0.434783,0,3,37.20051818,7.983560606
E01031777,0.911111,0.311111,0,0.333333,0.844444,4.444444,76.72783333,11.90236667
E01002619,0.904762,1,0,1,1,6.904762,43.14266667,11.64541667
E01005524,0.137931,1,0,1,0.827586,5.655172,109.24475,15.706875
E01014253,0,0.967742,0,1,0.935484,5.774194,62.0053,8.67745
W01000650,0.478469,0.110048,0,0.521531,0,1.086124,29.40147619,6.30502381
E01009307,0.5625,0.75,0,0.90625,1,5.71875,85.817,13.55875
E01009048,0.692308,0.884615,0.076923,0.961538,1,5.884615,60.9452381,15.52809524
E01003512,0.444444,0.555556,0.444444,1,0.777778,5.555556,113.7752619,63.31775
E01021389,0.142857,0.892857,0,0.892857,0,2.928571,37.31458333,10.561075
E01027581,0.610619,0.070796,0.123894,0.19469,0,3.486726,61.45297581,20.68141935
E01011698,0.78125,0.15625,0,0.34375,0.9375,4.875,63.51596429,10.3645
E01026975,0.606061,0.939394,0,1,0.878788,5.69697,190.2635714,18.83857143
95LL14S1,1,0,0,0,0.823529,5.470588,42.82009524,9.973119048
E01022049,0.926829,0.97561,0,0.97561,0,5.121951,40.960625,17.01725
E01028751,0.931034,0.413793,0,0.965517,0,4,87.0015,63.7581
E01014313,0,1,0,1,0.9375,5.791667,64.59315385,15.01698718
S01011057,0,0.948718,0,0.948718,0,2.948718,27.46992857,6.286357143
95KK03W1,0.671053,0.618421,0,0.894737,0,1.513158,23.63048529,3.679897059
E01029684,0.130435,1,0,1,0.869565,5,100.4910897,16.09846154
S01012013,0.130435,0.73913,0,0.934783,0,1.311111,19.40426667,4.144911111
E01003098,0.692308,1,0,1,0.961538,6.846154,62.21782143,18.58069048
E01030652,0.608696,0.956522,0,0.956522,0.804348,4.434783,113.5537778,12.85066667
S01007572,0.820513,0.974359,0,0.974359,0,3.578947,69.82017857,12.19154762
E01011646,0.5,0.5,0,0.5,1,5.5,64.31529487,11.12466667
E01006024,0.74,1,0,1,0.5,5.48,53.887125,7.96246875
E01013714,0.947368,1,0,1,1,8.684211,85.4114375,14.58525
E01007350,0.255814,1,0,1,0.139535,3.418605,57.19857456,11.15787719
E01025609,0.555556,0.40404,0,0.494949,0,4.27551,66.59765,24.26396389
E01021674,0.029412,0.970588,0,0.970588,0.735294,5.382353,56.7375,10.7615
E01026621,0,1,0,1,1,4.956522,85.10917708,11.19708333
W01000543,0.418605,0.476744,0,0.627907,0,1,32.77321875,8.583651042
E01014901,0.131579,1,0,1,0.973684,6,62.9939881,8.561190476
E01022748,0.411765,1,0,1,0.852941,5.705882,64.33896154,12.27242308
E01002069,0.030303,0.969697,0,0.969697,0.636364,5.212121,94.50192857,12.89017857
S01009288,0.222222,0.87037,0,0.888889,0,1.481481,50.18183333,11.46114286
E01007155,0.808511,0.170213,0,0.170213,0.893617,4.978261,69.05027273,8.810363636
E01023347,0.6875,0.8125,0.1875,1,0.8125,5.65625,93.41053846,12.25130769
E01024093,0.018182,0.927273,0,0.927273,0,4.867925,39.36392105,10.81126316
E01009345,0.358974,0.384615,0.358974,0.897436,0.538462,4.473684,64.042,10.579
E01012523,0,0.818182,0.181818,1,0.939394,5.69697,101.556,14.937125
E01032156,0.684211,0.231579,0,0.231579,0,3.117021,37.50511364,8.904522727
E01008991,0.020408,0.408163,0.326531,1,0.836735,5.081633,76.05944444,9.380666667
E01027592,0.025424,0.949153,0,0.966102,0,1.206897,23.51966026,6.512211538
E01002260,0.103448,0.724138,0.172414,0.896552,0.896552,5.413793,66.11636111,12.53511111
E01018849,0.226891,0.882353,0,0.882353,0,1.327731,30.6888125,6.962261574
E01008541,0.810811,1,0,1,0.135135,6.702703,74.66501389,29.32377778
E01019896,0.486486,1,0,1,0,3.013514,53.89220833,8.000795139
E01021711,0,1,0,1,1,6,64.42711538,10.01884615
E01025944,0.136364,0.840909,0,0.840909,0.181818,3.317073,36.13766282,6.928911538
E01013050,0.867925,0.150943,0,0.207547,0,3.792453,83.07861167,15.0284525
E01022918,0,0.969697,0,0.969697,0.909091,6.363636,59.73245556,7.616222222
E01027465,0.096154,0.923077,0,0.923077,0,3,22.26252754,4.516762319
E01003554,0.933333,0.466667,0.533333,1,1,6.4,176.3549242,91.72554545
E01007195,0.759259,0.981481,0,0.981481,0,2.962963,31.76873958,7.986947917
S01008736,1,1,0,1,0.96,8.32,92.45768333,20.036
E01011426,0.941176,0,0,0,0.941176,4.90625,56.83598485,10.33742424
E01016090,1,1,0,1,1,9.75,57.1115,8.4234
E01017046,0.630769,0.553846,0.138462,1,0.538462,7.707692,57.81952273,23.79427841
E01004548,0.694444,0.333333,0.222222,0.555556,0.722222,5.027778,88.84003333,54.96058889
W01001595,0.490566,0.735849,0,0.773585,0,1.528302,47.86306905,11.02865833
E01019394,0.732026,0.954248,0,0.980392,0,4.006579,67.10938158,60.0465614
W01000895,0.390244,1,0,1,0.95122,5.268293,49.07403704,8.39987037
E01002318,0,1,0,1,0.92,5.84,66.49478571,18.31978571
E01019597,0.355556,0.733333,0,0.733333,0,2.666667,24.71482456,6.317280702
S01012582,0.261905,0.833333,0,0.833333,0,1.5,33.32552632,8.406789474
E01023743,0.592105,0.657895,0.092105,0.855263,0.539474,4.815789,54.37375641,10.8954359
E01008582,0,1,0,1,0,3,22.1984375,4.569916667
E01020329,0.540984,0.459016,0,0.459016,0,3.180328,76.32720833,13.59088542
E01004496,0.454545,0.818182,0.159091,0.977273,0.704545,5.590909,69.29070833,12.08842708
E01005133,0.5,0.435897,0,0.717949,0.564103,4.435897,81.20574074,33.2643642
E01030904,0,1,0,1,0.818182,5.636364,53.12926042,9.4595625
E01023524,0.055556,0.981481,0,1,0.518519,4.055556,71.11551515,8.807206061
E01020462,0.103093,0.989691,0,0.989691,0,1.680412,69.62568421,23.13361404
E01016430,0.805556,1,0,1,0.777778,8.722222,126.0590552,32.42106818
E01032695,0.111111,0.955556,0,0.955556,0.711111,4.409091,75.90377083,13.816375
E01008556,0.2,0.654545,0,0.781818,0.890909,5.309091,43.72490789,8.127921053
