"","DZ_code","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"2440","S01008348",5222,698,2492,2701,420,2320,4152,18005,1661
"2441","S01008349",2822,647,2318,208,95,148,2446,8684,238
"2442","S01008350",6797,949,2386,4593,1037,149,4421,20332,2165
"2443","S01008351",3606,545,1637,1745,211,972,4446,13162,734
"2444","S01008352",4480,400,978,913,28,973,2415,10187,359
"2445","S01008353",3795,691,1186,551,194,150,2522,9089,267
"2446","S01008354",636,1647,109,6513,1492,2321,4479,17197,1486
"2447","S01008355",4823,2534,4896,3465,3962,3781,6879,30340,5167
"2448","S01008356",1318,763,1068,1140,573,1476,4988,11326,480
"2449","S01008357",5239,995,1726,1338,690,1477,5685,17150,1479
"2450","S01008358",5726,2736,5119,4931,3830,4020,4121,30483,5214
"2451","S01008359",2373,944,1151,1997,1188,1478,6597,15728,1187
"2452","S01008360",5340,743,1147,1189,595,508,4122,13644,806
"2453","S01008361",1480,1052,246,4504,596,974,5619,14471,942
"2454","S01008362",2556,683,333,2046,57,1479,3708,10862,432
"2455","S01008363",3235,651,1372,2063,249,1480,2136,11186,460
"2456","S01008364",4196,778,1591,1562,1497,1481,3296,14401,934
"2457","S01008365",6388,657,1784,3065,118,151,4225,16388,1310
"2458","S01008366",5200,2893,5194,2355,4390,3273,1671,24976,3339
"2459","S01008367",2642,2829,4322,4702,5166,5056,2639,27356,4124
"2460","S01008368",3680,1362,2150,2506,1641,1482,3177,15998,1233
"2461","S01008369",2597,1837,1287,1462,2913,2673,5105,17874,1627
"2462","S01008370",1724,692,1397,2328,1961,1483,4959,14544,956
"2463","S01008371",3073,635,726,431,277,152,4284,9578,306
"2464","S01008372",4506,947,875,486,125,975,436,8350,212
"2465","S01008373",1887,535,607,235,29,153,1887,5333,55
"2466","S01008374",3478,776,1445,953,318,509,1080,8559,228
"2467","S01008375",2629,585,1332,588,128,154,989,6405,98
"2468","S01008376",1618,621,685,728,1218,510,3172,8552,227
"2469","S01008377",1893,782,1004,958,30,976,2185,7828,173
"2470","S01008378",4735,799,2726,1150,1539,511,3424,14884,1020
"2471","S01008379",5049,723,2070,2524,188,155,34,10743,423
"2472","S01008380",1575,419,550,504,159,156,3971,7334,151
"2473","S01008381",1120,527,403,231,31,157,1975,4444,36
"2474","S01008382",2454,737,1030,2181,92,512,1433,8439,216
"2475","S01008383",2478,460,1097,569,520,513,3002,8639,235
"2476","S01008384",2880,1507,1907,777,330,1484,3785,12670,649
"2477","S01008385",4271,437,1772,1265,1211,514,2409,11879,547
"2478","S01008386",5733,1650,1234,2037,857,1485,5020,18016,1668
"2479","S01008387",2181,1296,823,448,858,158,1164,6928,124
"2480","S01008388",1270,1158,1140,213,352,1486,3270,8889,253
"2481","S01008389",6956,2114,6184,6274,2472,1903,4672,30575,5240
"2482","S01008390",4593,677,1472,2073,584,159,3416,12974,695
"2483","S01008391",5879,1044,3638,2843,2629,1487,4610,22130,2569
"2484","S01008392",2063,325,1275,269,1130,977,3595,9634,309
"2485","S01008393",6195,660,3503,1980,349,978,3372,17037,1458
"2486","S01008394",1164,443,367,106,135,160,3071,5446,61
"2487","S01008395",2207,840,891,403,32,1904,2043,8320,209
"2488","S01008396",6791,1531,3855,5922,108,1488,3861,23556,2949
"2489","S01008397",4578,390,600,996,33,515,58,7170,141
"2490","S01008398",3875,627,3132,1320,2479,1489,361,13283,749
"2491","S01008399",6392,1148,3750,5902,142,1490,968,19792,2046
"2492","S01008400",3620,907,1526,792,34,979,2123,9981,342
"2493","S01008401",5756,866,3233,2852,67,1905,2792,17471,1548
"2494","S01008402",6374,428,1709,2738,567,161,312,12289,603
"2495","S01008403",3367,475,1047,479,179,162,422,6131,88
"2496","S01008404",6100,1027,3452,1207,546,516,2370,15218,1088
"2497","S01008405",3104,230,298,646,514,163,1793,6748,110
"2498","S01008406",6145,1599,5100,4742,4002,3274,3274,28136,4393
"2499","S01008407",5883,1897,6574,5952,2624,4021,749,27700,4239
"2500","S01008408",2425,1280,1007,523,1532,980,1036,8783,243
"2501","S01008409",5458,3672,5034,3281,3643,3537,3006,27631,4209
"2502","S01008410",6561,1717,3658,5808,402,2674,1294,22114,2568
"2503","S01008411",2725,2445,2258,2104,1885,1906,3301,16624,1367
"2504","S01008412",1816,1410,2813,806,2795,2322,650,12612,638
"2505","S01008413",3074,2342,4057,2336,4099,3275,4276,23459,2921
"2506","S01008414",2930,548,1291,529,262,1907,1014,8481,225
"2507","S01008415",1878,2495,3072,1638,2316,3006,360,14765,996
"2508","S01008416",2198,3627,4452,2314,4954,5361,1613,24519,3202
"2509","S01009050",5742,4124,4194,4853,3649,3538,4867,30967,5372
"2510","S01009051",887,4633,2483,342,4353,3539,635,16872,1416
"2511","S01009052",5825,4106,4671,5373,3572,3276,2996,29819,4991
"2512","S01009053",867,6525,4656,3188,6595,6799,3425,32055,5738
"2513","S01009054",4374,5755,4469,2147,5049,4022,3694,29510,4882
"2514","S01009055",3245,3391,1211,6241,2647,1491,4244,22470,2661
"2515","S01009056",1433,6581,6026,1440,6052,4485,2917,28934,4658
"2516","S01009057",1600,5319,3542,3873,6061,6193,4144,30732,5297
"2517","S01009058",4066,4966,5728,4377,5554,5057,818,30566,5237
"2518","S01009059",1179,2578,2360,631,3720,3540,3192,17200,1487
"2519","S01009060",475,1838,33,5746,138,164,3736,12130,577
"2520","S01009061",4411,4723,3495,824,4393,3541,1630,23017,2796
"2521","S01009062",5750,5681,5071,4313,5678,5362,2839,34694,6333
"2522","S01009063",5598,3337,1799,2497,2503,1908,2706,20348,2166
"2523","S01009064",3889,5294,3166,2187,4700,4252,1385,24873,3305
"2524","S01009065",2258,5792,4885,1930,5755,6085,3411,30116,5094
"2525","S01009066",3313,5603,4512,5153,5067,4696,1738,30082,5084
"2526","S01009067",996,1627,783,427,1869,517,1669,7888,177
"2527","S01009068",3426,4307,3818,2142,4194,4023,1446,23356,2898
"2528","S01009069",5168,1670,1106,2080,801,981,2495,14301,917
"2529","S01009070",5572,2889,1894,2679,2048,1909,2311,19302,1937
"2530","S01009071",4857,4523,4185,2446,4927,4024,5832,30794,5312
"2531","S01009072",2140,4223,1511,540,3317,2675,3249,17655,1593
"2532","S01009073",5604,6658,4661,3181,5578,3277,4718,33677,6152
"2533","S01009074",2424,5945,4022,1467,6305,4874,1943,26980,4009
"2534","S01009075",4897,5384,4974,4054,5030,4486,3820,32645,5888
"2535","S01009076",2660,2637,1997,2805,1133,2676,4113,18021,1670
"2536","S01009077",5202,3685,2449,2480,3724,3782,2786,24108,3079
"2537","S01009078",166,1062,535,109,1587,518,1646,5623,66
"2538","S01009079",5743,6049,6450,4663,6041,5363,3212,37521,6733
"2539","S01009080",4371,6016,5730,3316,5569,4875,1199,31076,5418
"2540","S01009081",5414,4031,5502,5028,4149,3542,3115,30781,5305
"2541","S01009082",2655,5977,4881,3745,5120,4876,3088,30342,5169
"2542","S01009083",4184,5066,5120,2441,4864,3783,1423,26881,3978
"2543","S01009084",1180,3889,608,4355,2686,1910,2997,17625,1585
"2544","S01009085",537,1374,301,78,1470,519,2552,6831,116
"2545","S01009086",2988,4167,4563,1190,4948,4025,795,22676,2703
"2546","S01009087",2793,5957,5545,2272,5868,5211,871,28517,4507
"2547","S01009088",4449,2742,2546,2495,2385,1911,4646,21174,2356
"2548","S01009089",848,861,125,72,585,165,544,3200,18
"2549","S01009090",229,579,55,6519,252,1912,437,9983,343
"2550","S01009091",81,478,206,47,624,982,567,2985,17
"2551","S01009092",2569,3115,4043,3914,3776,3007,1379,21803,2500
"2552","S01009093",1691,4251,3261,840,5169,5058,4105,24375,3150
"2553","S01009094",6722,863,2982,3882,1623,166,2576,18814,1848
"2554","S01009095",4909,2469,3986,5390,3574,2677,1582,24587,3222
"2555","S01009096",2193,1593,2603,552,3392,3008,819,14160,894
"2556","S01009097",1993,1358,1173,424,1307,520,311,7086,135
"2557","S01009098",4174,924,3002,1697,1469,521,2579,14366,927
"2558","S01009099",5519,4025,5573,5496,4402,3784,2808,31607,5601
"2559","S01009100",4492,5498,6443,4232,6058,5212,3909,35844,6545
"2560","S01009101",3226,6346,5866,2222,6119,5059,2949,31787,5654
"2561","S01009102",794,6548,3667,323,6678,6086,1403,25499,3512
"2562","S01009103",5884,2833,3693,2854,2414,983,3235,21896,2520
"2563","S01009104",4048,4546,5066,2642,5123,4026,588,26039,3678
"2564","S01009105",2317,3030,3335,1597,4005,3543,488,18315,1737
"2565","S01009106",2602,3841,5057,3359,3971,3785,2746,25361,3471
"2566","S01009107",3375,2394,2062,977,2712,2323,2567,16410,1316
"2567","S01009108",5611,2267,1411,4561,1114,522,3237,18723,1826
"2568","S01009109",6460,2307,1875,1613,526,523,639,13943,854
"2569","S01009110",5934,4208,5080,3233,4102,3544,3450,29551,4902
"2570","S01009111",2546,2779,2016,1926,2402,1913,2266,15848,1214
"2571","S01009112",6161,1743,2413,2796,613,524,3533,17783,1614
"2572","S01009113",6637,3368,4370,2909,656,1492,2088,21520,2428
"2573","S01009114",1302,3244,1771,566,3799,3009,1743,15434,1129
"2574","S01009115",2223,2344,2061,1286,3845,3545,2707,18011,1664
"2575","S01009116",6393,2027,1814,3579,798,167,4761,19539,1986
"2576","S01009117",1538,4518,3168,1032,4302,3786,883,19227,1919
"2577","S01009118",723,1560,762,152,2046,1493,2586,9322,287
"2578","S01009119",2657,6441,5121,1483,5836,4877,884,27299,4104
"2579","S01009120",2675,5240,5395,2905,4723,4487,2018,27443,4151
"2580","S01009121",3745,5736,5957,3892,4187,3787,4110,31414,5533
"2581","S01009122",559,3857,354,6750,2491,1914,4629,20554,2220
"2582","S01009123",1782,2416,1309,286,2742,984,6153,15672,1172
"2583","S01009124",1851,3962,1362,195,4067,2324,2843,16604,1362
"2584","S01009125",6586,6037,6062,4101,4584,3788,5572,36730,6640
"2585","S01009126",1131,6533,5713,1976,6620,6828,435,29236,4774
"2586","S01009127",1244,5508,3314,1051,6553,6381,1415,25466,3503
"2587","S01009128",3789,6578,6540,5570,6499,6707,4426,40109,6902
"2588","S01009129",1700,5743,5148,2138,6356,6382,3469,30936,5359
"2589","S01009130",1053,4292,3557,190,5942,4253,503,19790,2045
"2590","S01009131",4212,5638,5160,4682,4850,4697,3720,32959,5986
"2591","S01009132",1469,2106,1184,612,2091,3546,2931,13939,853
"2592","S01009133",999,5503,3400,5503,5002,6087,3881,30375,5177
"2593","S01009134",2957,3232,4061,2709,3558,3547,964,21028,2330
"2594","S01009135",678,1435,1121,2205,1588,2325,180,9532,299
"2595","S01009136",4434,2765,3841,863,1770,1494,2801,17968,1652
"2596","S01009137",34,599,24,432,742,1495,1046,4372,30
"2597","S01009138",2421,1905,1260,3341,1323,1915,2926,15091,1064
"2598","S01009139",1062,3974,2653,5733,5844,5500,3021,27787,4272
"2599","S01009140",3119,3473,5220,5663,5747,5060,4220,32502,5854
"2600","S01009141",4225,4456,6373,6143,6289,6194,1612,35292,6448
"2601","S01009142",4140,4520,6516,6756,3294,5638,2180,33044,6001
"2602","S01009143",4820,6151,6847,4219,6417,6285,783,35522,6488
"2603","S01009144",358,1609,58,4795,588,525,5394,13327,757
"2604","S01009145",5496,5586,6183,3266,4800,4027,3098,32456,5837
"2605","S01009146",1815,5408,3660,2780,4620,5061,592,23936,3041
"2606","S01009147",1843,6113,5591,1117,5982,5779,2536,28961,4671
"2607","S01009148",1750,6401,4060,797,5508,5213,1288,25017,3352
"2608","S01009149",3135,2499,4330,4467,2625,3010,5606,25672,3555
"2609","S01009150",6973,6973,6968,6973,6856,5891,684,41318,6935
"2610","S01009151",6589,4121,6614,6110,5140,3278,3298,35150,6419
"2611","S01009152",6809,4515,6572,6853,5217,5062,2518,37546,6735
"2612","S01009153",2337,1214,2922,6671,1318,3279,2649,20390,2176
"2613","S01009154",6176,1853,4701,5814,1276,1916,5641,27377,4130
"2614","S01009155",2670,729,3570,2175,1751,1917,4165,16977,1442
"2615","S01009156",5630,796,2184,4295,1774,985,2151,17815,1618
"2616","S01009157",3006,4438,2588,2341,2929,4698,2105,22105,2566
"2617","S01009158",1834,4787,3131,3330,4118,4254,1432,22886,2754
"2618","S01009159",1949,6559,6630,2049,6679,6766,2027,32659,5893
"2619","S01009160",5112,5662,6261,5696,5785,5364,1037,34917,6376
"2620","S01009161",1331,6589,6388,4427,6368,5987,3662,34752,6347
"2621","S01009162",2875,6104,6374,6589,5306,5780,3815,36843,6653
"2622","S01009163",5565,3185,6353,6251,2796,4255,260,28665,4551
"2623","S01009164",1863,5689,5233,1137,4857,4256,1724,24759,3270
"2624","S01009165",1598,5573,4791,3358,6001,5639,3544,30504,5221
"2625","S01009166",2708,6343,6631,3048,6520,5640,3200,34090,6227
"2626","S01009167",703,6367,5016,1191,5910,5781,409,25377,3479
"2627","S01009168",6345,2202,2443,5823,242,526,2192,19773,2041
"2628","S01009169",6876,5903,6903,6388,6407,5892,1346,39715,6887
"2629","S01009170",2595,6038,3372,1847,4534,4878,3883,27147,4060
"2630","S01009171",1968,4938,2689,1892,4912,5501,3781,25681,3558
"2631","S01009172",3314,333,1579,3030,472,527,1897,11152,455
"2632","S01009173",4941,1349,1051,1754,1724,1918,1383,14120,888
"2633","S01009174",263,620,85,42,1228,168,62,2468,9
"2634","S01009175",1813,405,275,250,1010,528,1144,5425,59
"2635","S01009176",5587,781,2477,2009,591,529,3404,15378,1119
"2636","S01009177",3197,4830,4253,2131,5432,5641,3928,29412,4844
"2637","S01009178",1312,4318,3967,733,6128,6286,1155,23899,3033
"2638","S01009179",3431,4834,5021,1448,4384,4879,1744,25741,3587
"2639","S01009180",2993,6174,5307,3126,4915,5214,4706,32435,5827
"2640","S01009181",2091,6327,3928,1601,5571,4880,4962,29360,4825
"2641","S01009182",2270,3499,2629,1161,2932,2678,1674,16843,1407
"2642","S01009183",2105,1522,989,818,315,1919,607,8275,204
"2643","S01009184",2536,5540,5380,2592,5896,5642,6216,33802,6172
"2644","S01009185",1837,5214,4472,1627,5764,4881,6911,30706,5290
"2645","S01009186",2534,4199,3158,1977,4903,4028,5332,26131,3700
"2646","S01009187",4569,1815,3184,3067,2464,986,6774,22859,2747
"2647","S01009188",1959,4625,3633,2597,5526,4882,6523,29745,4965
"2648","S01009189",2318,6836,5248,2105,6252,5502,4142,32403,5817
"2649","S01009190",991,1733,256,4435,1753,530,2025,11723,527
"2650","S01009191",214,671,103,24,1433,169,258,2872,16
"2651","S01009192",2494,6370,2587,1761,2121,1920,2047,19300,1935
"2652","S01009193",36,845,1,6879,332,987,3427,12507,625
"2653","S01009194",6069,1624,1741,2273,787,531,4389,17414,1536
"2654","S01009195",2416,914,1075,557,1570,1921,1121,9574,305
"2655","S01009196",3631,4338,3795,2623,3930,4257,2255,24829,3291
"2656","S01009197",1926,990,1130,862,1991,988,4173,12060,568
"2657","S01009198",4932,1498,1776,1889,3028,2679,3080,18882,1861
"2658","S01009199",3482,2187,2718,1035,3356,1922,4059,18759,1832
"2659","S01009200",1888,1808,641,4065,2138,989,4695,16224,1279
"2660","S01009201",2001,3958,1502,1192,4602,4029,2430,19714,2025
"2661","S01009202",1481,1700,990,410,2012,532,1192,8317,207
"2662","S01009203",2751,6653,5438,2766,5984,6529,5016,35137,6414
"2663","S01009204",1429,3838,3054,671,5082,4258,2369,20701,2255
"2664","S01009205",5219,1512,1454,5517,203,990,1087,15982,1231
"2665","S01009206",3542,1264,1254,2848,1409,533,3593,14443,940
"2666","S01009207",6925,1678,3211,6217,339,1496,3042,22908,2762
"2667","S01009208",6769,2722,5218,4754,3232,2326,484,25505,3514
"2668","S01009209",6937,2838,5958,6068,1725,1497,2730,27753,4264
"2669","S01009210",4878,2250,3000,2894,2370,1498,4538,21428,2408
"2670","S01009211",3049,3359,2001,1124,3721,3548,4200,21002,2321
"2671","S01009212",4687,5988,6433,3555,5402,4883,3000,33948,6197
"2672","S01009213",4853,5607,6137,1672,5582,4488,2711,31050,5409
"2673","S01009214",5091,2659,2932,1621,3138,1923,4369,21733,2488
"2674","S01009215",4029,4918,4691,3563,5575,4699,1627,29102,4719
"2675","S01009216",4236,5670,4350,4993,4498,3789,3678,31214,5469
"2676","S01009217",1004,6666,5694,1160,6577,5782,4936,31819,5663
"2677","S01009218",4415,4289,3766,5116,3987,2327,1082,24982,3343
"2678","S01009219",5063,6313,6187,4953,4935,4030,3266,34747,6346
"2679","S01009220",4894,5817,6064,3032,5073,5365,2521,32766,5928
"2680","S01009221",2446,5899,4983,2158,4545,4031,2242,26304,3757
"2681","S01009222",2358,5946,4297,1345,5834,5063,2543,27386,4133
"2682","S01009223",3485,5668,5439,3301,4528,3549,1745,27715,4246
"2683","S01009224",1494,6488,4327,3635,5278,4700,3584,29506,4881
"2684","S01009225",4211,5914,5880,4869,5040,4489,3642,34045,6217
"2685","S01009226",4419,6228,6700,5829,5626,5215,4778,38795,6840
"2686","S01009227",6238,5564,6491,6425,5322,4884,2835,37759,6762
"2687","S01009228",3684,6078,6477,4563,5914,6462,3406,36584,6630
"2688","S01009229",5277,4160,4985,4213,4732,3790,3888,31045,5406
"2689","S01009230",3240,3081,4665,5041,2669,3791,1315,23802,3012
"2690","S01009231",4403,3673,4114,3589,2623,1924,1677,22003,2539
"2691","S01009232",1718,6494,4772,2897,6683,6088,1436,30088,5086
"2692","S01009233",4244,6123,5805,5500,4461,4032,3775,33940,6194
"2693","S01009234",1534,6294,5033,799,6581,6287,2752,29280,4787
"2694","S01009235",1334,5696,4682,3424,5899,5216,3196,29447,4862
"2695","S01009236",6137,3909,5430,5416,3130,1499,2194,27715,4247
"2696","S01009237",6305,2153,4246,4330,1313,534,3335,22216,2595
"2697","S01009238",5650,6015,4833,3622,4075,3550,1689,29434,4855
"2698","S01009239",3378,4808,5579,2274,6097,4885,4248,31269,5490
"2699","S01009240",1127,6257,5226,4569,6743,6530,2260,32712,5912
"2700","S01009241",2139,6179,5172,3477,6326,6288,1588,31169,5455
"2701","S01009242",5579,3802,2950,4867,3472,3011,1122,24803,3281
"2702","S01009243",2958,5044,4225,1159,3813,3551,2247,22997,2787
"2703","S01009244",6502,2683,2255,4020,724,535,4136,20855,2292
"2704","S01009245",6128,3339,3427,3349,2791,1500,4998,25532,3518
"2705","S01009246",4674,6154,4738,4167,5012,4033,3670,32448,5833
"2706","S01009247",1432,5791,3255,1581,4937,3280,3449,23725,3003
"2707","S01009248",5791,3916,3587,3797,3431,2680,2690,25892,3637
"2708","S01009249",2498,6034,4347,3799,5465,5217,915,28275,4433
"2709","S01009250",4556,5795,4405,2634,4734,3012,367,25503,3513
"2710","S01009251",6108,5035,3224,1959,4160,3552,1851,25889,3636
"2711","S01009252",1351,1484,198,179,962,170,6270,10614,413
"2712","S01009253",5454,6835,6575,4848,5592,4259,2934,36497,6616
"2713","S01009254",2331,6373,5844,2498,6442,5218,614,29320,4804
"2714","S01009255",2074,3707,3782,5981,5283,4886,3418,29131,4730
"2715","S01009256",5627,3335,5653,3651,3389,1925,3031,26611,3872
"2716","S01009257",4031,3594,4226,5856,3860,3013,1520,26100,3694
"2717","S01009258",2981,2372,1019,6402,2008,991,5932,21705,2480
"2718","S01009259",4326,2392,2426,1970,2569,1926,555,16164,1264
"2719","S01009260",4026,4023,2354,3767,4018,3281,2935,24404,3164
"2720","S01009261",4153,5406,5500,5320,6569,5643,2869,35460,6474
"2721","S01009262",1596,6464,4981,1131,6647,5219,2625,28663,4550
"2722","S01009263",1504,967,801,1775,1594,992,2638,10271,365
"2723","S01009264",5754,3040,2364,5583,341,1501,6762,25345,3466
"2724","S01009265",3705,4170,3418,5168,4057,4701,6680,31899,5685
"2725","S01009266",4928,4921,3767,4723,3374,3282,6426,31421,5536
"2726","S01009267",6532,3630,5082,4263,2493,3014,6175,31189,5462
"2727","S01009268",1704,4531,2743,2825,3760,3553,6080,25196,3417
"2728","S01009269",1894,6540,4544,783,6341,5988,832,26922,3994
"2729","S01009270",3076,6640,6313,4075,5738,5644,3491,34977,6384
"2730","S01009271",4705,2477,2385,2179,541,993,4339,17619,1583
"2731","S01009272",1828,6238,3836,1481,5497,4887,4565,28332,4449
"2732","S01009273",6418,1125,2774,5250,1626,536,6301,24030,3066
"2733","S01009274",3980,2998,4181,2155,2551,1927,5007,22799,2734
"2734","S01009275",3430,2963,3673,6021,198,4490,5913,26688,3901
"2735","S01009276",5537,2497,3152,3243,2925,2681,3690,23725,3004
"2736","S01009277",2973,1194,387,6576,165,994,5939,18228,1715
"2737","S01009278",2680,1536,1972,1641,1968,995,3938,14730,990
"2738","S01009279",4517,3101,2297,6093,2644,2328,4894,25874,3631
"2739","S01009280",2117,6932,6381,1635,6550,5783,4543,33941,6195
"2740","S01009281",4522,6236,6612,2418,6011,5220,3679,34698,6334
"2741","S01009282",4469,1873,5153,4009,3180,3015,5444,27143,4057
"2742","S01009283",1265,1843,594,4794,2294,3283,4201,18274,1728
"2743","S01009284",3398,1396,1685,522,1606,1502,4209,14318,920
"2744","S01009285",3916,1986,1401,363,1671,996,4652,14985,1039
"2745","S01009286",6620,2498,3081,5173,860,1503,5618,25353,3468
"2746","S01009287",6584,587,3138,4001,1563,1504,6290,23667,2983
"2747","S01009288",4577,917,2135,5597,1063,1505,5217,21011,2325
"2748","S01009289",6344,1823,3338,5358,1805,997,4017,23682,2988
