"","LSOA","age_rank","edu_rank","disab_rank","children_rank","housing_rank","income_rank","final_BII_RANK","rank_sum","final_BDDI_RANK"
"711","E01000742",1898,3642,7025,23410,24724,23880,14902,99481,10732
"712","E01000743",13570,15854,28990,22218,30755,27900,15757,155044,28051
"713","E01000744",9224,21041,25843,12217,32683,31736,846,133590,21710
"714","E01000745",2191,3125,7752,20470,25280,20387,26246,105451,12576
"715","E01000746",4605,1538,6909,21394,21583,19024,19157,94210,9193
"716","E01000747",17745,22096,9324,9508,12681,15234,19019,105607,12619
"717","E01000748",31546,20604,13485,28805,2479,3465,29789,130173,20597
"718","E01000749",30351,19376,20302,15843,9422,6671,22890,124855,18859
"719","E01000750",22756,27054,27818,18952,32795,27004,9563,165942,30400
"720","E01000751",16889,7972,4154,5123,8071,4689,14438,61336,2144
"721","E01000752",29116,17124,13712,20547,12255,8722,19887,121363,17725
"722","E01000753",25586,10503,7342,11831,838,772,2720,59592,1892
"723","E01000754",17400,9112,5469,9101,6735,5945,21574,75336,4562
"724","E01000755",22354,10884,6734,8248,3628,1973,11201,65022,2696
"725","E01000756",23513,11779,2728,10175,3881,2773,8464,63313,2442
"726","E01000757",28667,8955,3924,13398,2610,212,17131,74897,4468
"727","E01000758",20258,5235,4661,7425,5228,669,12199,55675,1443
"728","E01000759",18021,10979,4167,5988,1828,1179,25045,67207,3026
"729","E01000760",23930,15960,17067,7898,6792,4690,25178,101515,11335
"730","E01000761",20750,13200,4706,6158,1387,1628,20566,68395,3219
"731","E01000762",16603,4998,4466,11299,4199,7948,15974,65487,2769
"732","E01000763",18775,12031,1865,4235,598,773,15706,53983,1273
"733","E01000764",13729,13801,8628,3728,18521,13911,16832,89150,7811
"734","E01000765",17321,9137,4262,8328,6973,6920,18575,71516,3809
"735","E01000766",19929,8979,484,3338,1937,673,15894,51234,1002
"736","E01000767",20648,9302,3903,5779,2624,904,13147,56307,1517
"737","E01000768",23658,9548,6805,11257,13016,6199,15371,85854,6945
"738","E01000769",12762,11655,17687,4741,20016,16581,10563,94005,9136
"739","E01000770",31310,3930,6523,26320,6636,3176,29120,107015,13080
"740","E01000771",20453,5345,3164,5132,195,570,6153,41012,373
"741","E01000772",31490,5475,9009,29021,7226,5171,10537,97929,10241
"742","E01000773",20781,5843,3628,6963,20772,3698,2832,64517,2613
"743","E01000774",13936,12295,3594,4122,7349,8482,2070,51848,1065
"744","E01000775",15886,7508,3333,5390,5320,5456,26704,69597,3434
"745","E01000777",12825,8925,1515,2169,1900,3699,3282,34315,183
"746","E01000778",10958,13208,7939,8564,19311,11292,10427,81699,5925
"747","E01000779",23014,9230,11480,19825,13760,14231,18472,110012,14037
"748","E01000780",12365,17913,12044,6307,25946,23876,12884,111335,14494
"749","E01000781",4573,23724,15643,3300,30732,29746,16126,123844,18514
"750","E01000782",5890,24638,26092,8217,30854,31246,12287,139224,23501
"751","E01000783",3676,24235,18083,3442,28873,27418,14063,119790,17237
"752","E01000784",10208,12688,3797,3240,14337,11058,17636,72964,4099
"753","E01000785",6483,24010,19787,4144,29139,28632,12497,124692,18805
"754","E01000786",31800,10022,18324,27230,7338,4655,23695,123064,18247
"755","E01000787",24538,26996,24207,24502,19415,21204,7941,148803,26401
"756","E01000788",15466,16656,15042,8669,19376,20624,19606,115439,15836
"757","E01000789",2178,26441,22938,755,33395,31058,18239,135004,22149
"758","E01000790",10960,4097,4318,22022,12780,13353,20617,88147,7535
"759","E01000791",27677,19258,14521,20249,11393,7448,11860,112406,14846
"760","E01000792",16271,11395,7630,4848,17818,21850,20261,100073,10905
"761","E01000793",27178,12578,5766,14236,1176,1180,18627,80741,5710
"762","E01000794",28324,10961,7801,13833,3441,1974,26609,92943,8861
"763","E01000795",19772,18423,12177,7367,22660,17913,22008,120320,17397
"764","E01000796",3097,20473,19981,5930,33619,29358,6731,119189,17050
"765","E01000797",10276,2850,4535,11201,17770,7949,13173,67754,3111
"766","E01000798",5474,19487,20759,24199,31883,30586,14846,147234,25965
"767","E01000799",5750,5907,4034,9027,20622,19909,17252,82501,6128
"768","E01000800",2753,6395,15916,20070,26499,25446,16501,113580,15237
"769","E01000801",10187,11540,10713,12827,23290,19025,11833,99415,10716
"770","E01000802",6590,2381,6793,16403,22959,21849,2510,79485,5455
"771","E01000803",12956,2547,13873,23542,25128,19149,2602,99797,10825
"772","E01000804",19403,1798,4213,7070,7789,6672,22445,69390,3398
"773","E01000805",10393,5568,7999,17047,22802,20846,23827,108482,13532
"774","E01000806",1172,11136,5773,6936,29550,26261,6314,87142,7267
"775","E01000807",16288,7190,1925,3643,12029,3696,18252,63023,2397
"776","E01000808",21909,8578,8960,8672,12674,6921,10333,78047,5142
"777","E01000809",25350,10471,2793,14802,3221,1457,16977,75071,4511
"778","E01000810",24811,4980,2986,6377,1741,283,20015,61193,2126
"779","E01000811",15791,6362,2998,6065,901,2151,16735,51003,981
"780","E01000812",21438,6102,9124,16601,15423,13515,13730,95933,9668
"781","E01000813",24126,13587,7103,9298,49,1791,12958,68912,3304
"782","E01000814",25673,3754,1665,9590,1,424,17205,58312,1735
"783","E01000815",25490,5968,685,10283,2887,164,7393,52870,1168
"784","E01000816",18601,11401,7597,13218,10172,14240,21370,96599,9863
"785","E01000818",19985,12059,3956,15546,6794,10641,14887,83868,6442
"786","E01000819",12918,16923,16801,8801,28237,26552,25634,135866,22422
"787","E01000820",17100,7339,10658,11161,22193,21747,17120,107318,13165
"788","E01000822",7917,5143,6435,7266,17901,17197,5129,66988,2991
"789","E01000823",11596,3075,4427,11444,10946,9741,2809,54038,1277
"790","E01000824",4503,4207,4389,7423,18620,17609,2360,59111,1824
"791","E01000825",11381,5787,11192,18865,16958,17325,12787,94295,9217
"792","E01000826",20308,3736,789,4921,3312,425,1590,35081,198
"793","E01000827",22668,5540,6091,13403,10441,6427,15947,80517,5661
"794","E01000828",20836,5304,4787,17891,17541,11675,8226,86260,7046
"795","E01000829",10778,3880,3355,5218,10372,6445,2588,42636,439
"796","E01000830",20406,4903,641,2958,2934,48,12207,44097,521
"797","E01000831",24136,4922,5579,18853,14009,11059,4256,82814,6201
"798","E01000832",23348,8222,5988,9584,876,2774,6663,57455,1634
"799","E01000833",16360,6588,480,4927,1208,571,1434,31568,121
"800","E01000834",13187,9672,832,2106,3614,2991,16149,48551,795
"801","E01000835",17181,13866,5066,7601,6103,11293,6239,67349,3046
"802","E01000836",14221,5420,1519,3256,2842,2152,11383,40793,359
"803","E01000837",19107,13019,13655,10403,15306,9742,22191,103423,11960
"804","E01000838",25379,11361,12782,12582,4642,674,25923,93343,8966
"805","E01000839",26450,6181,4309,19809,82,173,16902,73906,4273
"806","E01000840",33250,14874,22803,31023,23121,7687,18294,151052,26996
"807","E01000841",22944,12758,6930,11437,3105,2992,18639,78805,5296
"808","E01000842",11708,263,966,27930,17585,7185,3863,69500,3422
"809","E01000843",12852,283,842,31688,18278,19780,7409,91132,8326
"810","E01000844",5649,310,1803,23669,16375,6922,1638,56366,1524
"811","E01000845",9194,620,3773,25044,19074,13873,755,72333,3962
"812","E01000846",11001,5997,12105,8851,32521,24924,6188,101587,11355
"813","E01000847",9012,3062,7882,8932,30045,23258,932,83123,6275
"814","E01000848",9576,305,3501,27203,14921,4908,3330,63744,2498
"815","E01000849",8451,342,3574,31731,14030,5121,230,63479,2461
"816","E01000850",2313,237,2445,33504,21193,9716,9522,78930,5322
"817","E01000851",1314,434,2901,33506,19556,5119,11778,74608,4409
"818","E01000853",19599,10525,31760,32054,33387,28468,5738,161531,29526
"819","E01000855",9825,662,6905,33613,24809,6200,29787,111801,14646
"820","E01000856",3335,3538,14033,27275,30686,27476,6155,112498,14882
"821","E01000857",12619,1742,16786,26636,25979,21312,23,105097,12461
"822","E01000858",3983,7680,23668,25546,32907,30198,790,124772,18825
"823","E01000859",13825,466,2052,27242,18479,6673,1764,70501,3611
"824","E01000860",30111,1971,22739,33007,32208,24421,2847,147304,25987
"825","E01000861",5246,2524,24912,33000,28293,24974,10475,129424,20322
"826","E01000862",11692,456,3766,24260,17820,5457,2958,66409,2888
"827","E01000863",1470,999,9862,32952,24106,23771,8631,101791,11423
"828","E01000866",8884,3041,22493,26024,30985,23076,4665,119168,17041
"829","E01000867",3689,3958,16855,30723,30529,27850,6229,119833,17243
"830","E01000868",2180,6339,18192,16816,33524,29594,17050,123695,18466
"831","E01000869",7676,1836,15083,31161,25342,24052,5364,110514,14212
"832","E01000870",6068,2942,19424,26191,31028,25968,2644,114265,15467
"833","E01000871",13171,1426,5965,13283,19007,17914,3298,74064,4310
"834","E01000872",4448,3703,13423,30847,21138,23944,956,98459,10432
"835","E01000873",6070,648,2486,17885,18642,12113,495,58339,1742
"836","E01000874",11515,524,2890,16351,11936,2993,1564,47773,734
"837","E01000875",4522,1821,8919,31225,21642,23171,4400,95700,9604
"838","E01000876",5120,3398,13569,25149,30492,28369,172,106269,12832
"839","E01000877",6206,796,3528,24540,11274,14076,767,61187,2123
"840","E01000878",13610,1438,2591,14430,19133,5946,2660,59808,1924
"841","E01000879",9124,448,840,17560,15266,3222,4082,50542,934
"842","E01000880",7860,512,605,8027,8911,3416,2366,31697,124
"843","E01000881",4227,441,2976,18725,16301,15730,1172,59572,1885
"844","E01000882",10454,216,76,18767,7966,426,4485,42390,426
"845","E01000883",4667,295,328,28575,8797,6914,4097,53673,1242
"846","E01000884",11904,617,858,5679,10362,3223,1237,33880,172
"847","E01000885",23633,1325,748,12289,12931,3466,15568,69960,3512
"848","E01000886",13858,825,6571,26180,20709,12541,1032,81716,5931
"849","E01000887",7391,1121,10876,29064,23818,15235,5004,92509,8745
"850","E01000888",11050,1880,16519,17755,28078,15749,658,91689,8507
"851","E01000889",7509,16653,28873,11549,33551,28185,2417,128737,20105
"852","E01000890",11686,23874,27676,17140,33723,30637,5827,150563,26870
"853","E01000891",8073,10608,28681,20297,33349,31050,215,132273,21265
"854","E01000892",9979,1830,15295,23115,27275,23157,271,100922,11149
"855","E01000893",18689,265,3337,27548,7823,3467,284,61413,2161
"856","E01000894",18197,297,988,19927,10374,2133,826,52742,1147
"857","E01000895",15388,1208,12822,28714,25323,14764,3042,101261,11254
"858","E01000896",14730,118,407,21669,7999,881,5079,50883,968
"859","E01000897",12819,206,468,8032,7650,1943,6061,37179,244
"860","E01000898",9556,1485,18017,31607,32258,17595,3171,113689,15284
"861","E01000899",18715,734,753,20631,8662,162,13506,63163,2418
"862","E01000900",7679,3562,18859,23372,30455,24053,637,108617,13577
"863","E01000901",1756,15934,20506,3246,33317,29542,1914,106215,12808
"864","E01000902",10258,10960,26144,14095,32879,30439,3373,128148,19914
"865","E01000903",15003,1476,10168,24886,28102,23623,3292,106550,12940
"866","E01000904",8694,6958,20570,27441,31956,26043,1578,123240,18308
"867","E01000905",7571,15981,24976,14308,33636,31499,2827,130798,20793
"868","E01000906",7609,453,4071,31776,17313,11678,2886,75786,4667
"869","E01000907",9097,6900,21100,8931,32343,28950,1181,108502,13537
"870","E01000908",12791,3953,27949,27879,32226,27005,3670,135473,22300
"871","E01000909",23021,880,9594,21306,21683,12967,6411,95862,9651
"872","E01000910",17423,440,4978,20201,21051,7165,6464,77722,5062
"873","E01000911",13007,3900,18502,18235,30287,24133,8881,116945,16334
"874","E01000912",12805,4018,26113,24198,32381,25366,2024,126905,19536
"875","E01000913",26205,740,1698,23609,3666,905,9201,66024,2833
"876","E01000914",10093,701,9182,33375,25068,12264,18747,109430,13842
"877","E01000915",7429,9363,13611,14527,33129,26325,8240,112624,14918
"878","E01000916",4863,2238,10836,32785,30217,21535,10711,113185,15103
"879","E01000917",6018,9969,28593,25228,33686,30669,7245,141408,24229
"880","E01000918",8127,1881,19390,33194,31484,21083,18354,133513,21688
"881","E01000919",6487,2494,21452,33074,30565,18862,26984,139918,23737
"882","E01000920",10903,1692,13331,32780,27978,18989,8502,114175,15448
"883","E01000921",3028,1050,5928,30798,22788,14042,11182,88816,7729
"884","E01000922",2241,2773,15416,23894,29047,23881,13335,110587,14230
"885","E01000923",12147,1554,21925,25924,28582,20728,4164,115024,15701
"886","E01000924",6403,832,12882,29997,25286,18037,1844,95281,9477
"887","E01000925",8782,13065,21224,11097,33321,29267,2825,119581,17172
"888","E01000926",2467,3086,9790,22162,29223,22894,3574,93196,8929
"889","E01000927",11955,1681,13642,26939,23934,16252,6701,101104,11200
"890","E01000928",8198,1730,14676,24010,27572,22795,7250,106231,12818
"891","E01000929",5502,16527,17236,10180,32457,27121,4089,113112,15078
"892","E01000930",13853,13783,17904,29158,30784,29765,4090,139337,23544
"893","E01000931",4346,12756,16743,16812,29884,29363,2937,112841,14994
"894","E01000932",4804,1237,15631,32231,25922,25057,411,105293,12526
"895","E01000933",7016,2267,10530,29185,23371,23436,2434,98239,10368
"896","E01000934",12363,13267,25058,25484,31806,30419,829,139226,23503
"897","E01000935",4697,13352,12799,11019,33249,30733,3051,108900,13688
"898","E01000937",3850,407,10815,33278,24881,13126,6250,92607,8778
"899","E01000938",2235,4166,12393,30785,31416,25531,15613,122139,17975
"900","E01000939",2986,9600,16319,17806,33033,29993,8359,118096,16686
"901","E01000941",6942,12915,25185,25652,33679,30590,5167,140130,23801
"902","E01000942",6744,636,10742,33564,26705,9699,16575,104665,12323
"903","E01000943",1734,417,10977,33489,28478,18185,14955,108235,13447
"904","E01000944",5086,12364,21039,22216,33045,25532,5013,124295,18668
"905","E01000946",7726,2269,3407,26637,29415,21190,12388,103032,11829
"906","E01000947",2954,1744,11310,32951,25950,24417,3656,102982,11815
"907","E01000948",12284,2277,15232,30624,28616,23248,7671,119952,17272
"908","E01000949",5287,11439,18115,20002,33734,21306,16019,125902,19234
"909","E01000951",3991,12848,12631,7930,33374,30755,1057,102586,11672
"910","E01000952",3312,11890,25682,19779,33166,29149,647,123625,18442
"911","E01000954",3247,21920,20558,4096,33744,29690,2892,116147,16089
"912","E01000955",8629,14553,24316,17434,33738,28508,682,127860,19825
"913","E01000956",1563,10706,17480,20321,32710,28521,3305,114606,15572
"914","E01000957",5211,2383,13050,30679,28083,27237,179,106822,13024
"915","E01000958",718,1713,14184,22760,31736,26706,6754,104571,12291
"916","E01000959",5733,11601,23473,26638,33070,30120,326,130961,20837
"917","E01000960",5031,1474,3049,26009,21748,19253,2546,79110,5360
"918","E01000961",5762,3883,10403,13860,29949,25142,204,89203,7828
"919","E01000962",3680,87,500,30544,10516,4668,2835,52830,1162
"920","E01000963",7869,1612,1393,11009,16023,9209,11211,58326,1738
"921","E01000964",7643,1460,9135,19680,28383,23930,1437,91668,8501
"922","E01000965",2865,1091,4184,25503,24471,22394,1866,82374,6095
"923","E01000966",6023,103,430,18580,9591,3468,1414,39609,314
"924","E01000967",12261,1461,2829,10728,21315,8483,4479,61556,2183
"925","E01000968",6297,572,4511,31324,22010,17049,1872,83635,6395
"926","E01000969",5278,173,905,31306,7589,6394,3398,55043,1386
"927","E01000970",2995,506,2331,32782,13698,8437,3905,64654,2639
"928","E01000971",8965,860,4999,16501,15872,8217,489,55903,1465
"929","E01000972",6296,3891,22175,30128,31619,27419,4294,125822,19209
"930","E01000973",1516,1275,6568,28946,25639,20839,7075,91858,8553
"931","E01000974",3798,3692,18068,30467,28145,25755,5785,115710,15935
"932","E01000975",2842,3732,5851,19735,15511,16253,5433,69357,3387
"933","E01000976",4040,9984,6674,9210,20357,22895,1509,74669,4426
"934","E01000977",11907,14745,20414,24380,25198,26626,1862,125132,18963
"935","E01000978",8322,6786,6724,20893,18264,14587,2084,77660,5045
"936","E01000979",5925,3654,4087,18971,13512,16065,5772,67986,3154
"937","E01000980",4995,12566,5061,7424,22563,26407,2324,81340,5851
"938","E01000981",5353,12222,6037,6042,12912,16438,8024,67028,2999
"939","E01000982",4119,8133,8584,5711,19092,21748,3047,70434,3595
"940","E01000983",8404,9558,2918,13122,7698,11711,4589,58000,1706
"941","E01000984",8893,15745,19938,11312,27517,26553,7423,117381,16473
"942","E01000985",21360,11630,6517,14269,12822,8971,10347,85916,6957
"943","E01000986",18592,4725,7354,14294,9905,14077,3945,72892,4076
"944","E01000987",17606,7807,9896,13395,1637,6446,6337,63124,2413
"945","E01000989",14837,16911,3686,9231,8092,13354,2478,68589,3251
"946","E01000990",10561,23754,29499,7231,32469,29955,1429,134898,22109
"947","E01000991",27712,13808,9288,20933,4573,7144,10214,93672,9050
"948","E01000992",5656,20482,20562,6536,29298,25839,9053,117426,16489
"949","E01000993",10897,11191,3863,4660,12301,11294,6106,60312,2003
"950","E01000994",9679,19892,7138,4415,10015,19531,21303,91973,8587
"951","E01000995",6718,17567,3720,4226,11414,19272,21053,83970,6464
"952","E01000996",10213,12714,8719,11013,9361,20274,6987,79281,5402
"953","E01000997",11623,17403,14154,4983,15491,23707,24416,111777,14630
"954","E01000998",6788,16452,9085,15415,22418,25143,11666,106967,13069
"955","E01000999",14402,17619,6929,6821,7890,20625,23057,97343,10072
"956","E01001000",6421,16123,3817,12716,14193,21421,12462,87153,7271
"957","E01001001",4698,16801,4849,7507,22679,29543,5505,91582,8470
"958","E01001002",4937,15420,2230,4425,18022,21205,8560,74799,4447
"959","E01001003",5923,14851,3833,4032,22709,25067,10310,86725,7159
"960","E01001004",2843,12984,4447,3223,23973,27065,23516,98051,10292
"961","E01001005",3100,19414,3883,3511,18347,20965,11585,80805,5721
"962","E01001006",1569,13889,6747,1665,27075,25911,21919,98775,10543
"963","E01001007",6449,21653,1592,1887,13455,22395,11068,78499,5231
"964","E01001008",6052,25853,9418,1006,27619,26344,12691,108983,13709
"965","E01001009",2327,14492,5214,738,22023,22665,17256,84715,6655
"966","E01001010",5427,24320,13789,4951,30023,29595,20595,128700,20090
"967","E01001011",1354,22087,5578,2068,26693,26242,11120,95142,9436
"968","E01001012",2437,18634,6406,7530,22465,27295,9537,94304,9221
"969","E01001013",4471,24850,14509,8727,31352,30819,6495,121223,17686
"970","E01001015",13735,13688,18055,3658,28573,24984,10756,113449,15203
"971","E01001016",19490,9328,7466,8157,12194,11060,19890,87585,7388
"972","E01001017",20929,5779,5138,10382,6118,3224,10018,61588,2188
"973","E01001018",22204,12449,5281,9353,5540,3469,21046,79342,5415
"974","E01001019",28041,8541,5746,19482,13515,4691,21973,101989,11492
"975","E01001020",20938,14439,5618,7471,10031,7688,13994,80179,5594
"976","E01001021",17516,24915,26140,9048,31215,29050,13412,151296,27067
"977","E01001022",29003,16025,13187,19819,2507,7186,6007,93734,9072
"978","E01001023",6401,7580,8287,8062,19411,22195,19774,91710,8510
"979","E01001024",16790,7522,6147,10733,6761,9454,9276,66683,2942
"980","E01001025",17674,11377,964,4949,5453,3470,11799,55686,1446
"981","E01001026",11564,16104,6198,2073,21629,18066,21392,97026,9977
"982","E01001027",5041,2858,955,768,12668,8972,21516,52778,1155
"983","E01001028",26099,3993,7912,8246,984,2775,3622,53631,1238
"984","E01001029",19704,5366,14282,11750,12614,12774,17268,93758,9079
"985","E01001030",16052,3192,3934,4522,2865,4183,13519,48267,769
"986","E01001031",16777,4050,1949,8130,1632,2350,7282,42170,417
"987","E01001032",23942,3950,10500,5699,938,675,276,45980,620
"988","E01001033",8208,6195,2176,11566,14485,10846,388,53864,1264
"989","E01001034",8373,3626,2984,7828,9327,12542,984,45664,604
"990","E01001035",8107,3265,15846,17558,14877,15087,16458,91198,8350
"991","E01001036",21182,2897,14074,18229,7800,3225,4662,72069,3905
"992","E01001037",3656,7581,6213,8309,22144,20030,1798,69731,3461
"993","E01001038",2890,4700,8058,20111,18050,15750,5363,74922,4473
"994","E01001039",15399,2515,3076,6928,7440,7449,408,43215,476
"995","E01001040",3471,8037,2209,10147,14399,16908,209,55380,1418
"996","E01001041",2407,8773,4709,7105,19875,18888,222,61979,2242
"997","E01001042",889,8324,4719,9849,23474,26044,15753,89052,7786
"998","E01001044",15929,2549,9271,7766,8839,10614,5498,60466,2021
"999","E01001046",6842,1915,1492,5994,4191,6674,6316,33424,163
"1000","E01001047",4158,6625,7813,20204,16038,19139,1281,75258,4546
"1001","E01001049",24139,2052,2954,17276,285,4683,18513,69902,3498
"1002","E01001050",19072,6942,14071,16531,28999,21656,14870,122141,17976
"1003","E01001051",9905,29488,22695,3527,33355,30991,2882,132843,21460
"1004","E01001052",6332,30574,25244,934,33021,31596,4635,132336,21286
"1005","E01001053",9955,30371,17055,2265,29752,27612,1839,118849,16944
"1006","E01001054",5464,29748,17439,2461,31136,29108,2461,117817,16613
"1007","E01001055",12330,31239,25251,8023,32390,28412,7856,145501,25481
"1008","E01001056",907,30880,16820,140,33571,30522,114,112954,15031
"1009","E01001057",1409,27111,17272,129,33714,31545,657,111837,14658
"1010","E01001058",16115,15387,10208,7141,9908,8723,17077,84559,6617
"1011","E01001059",13079,12752,14075,13826,11590,16909,16833,99064,10625
"1012","E01001060",13366,16217,9607,7087,16058,21657,17600,101592,11357
"1013","E01001061",9776,15969,16453,13615,21061,23703,3955,104532,12279
"1014","E01001062",30811,14512,6575,23956,7038,13164,25573,121629,17817
"1015","E01001063",20385,8788,6244,8574,895,8724,95,53705,1246
"1016","E01001064",25563,8173,9145,19082,1644,6675,20943,91225,8363
"1017","E01001065",21328,14329,14970,30156,10597,14417,18805,124602,18772
"1018","E01001066",6632,26182,21910,3257,32632,30414,4255,125282,19021
"1019","E01001067",19147,4357,8932,5756,1365,427,9189,49173,832
"1020","E01001068",14517,8100,5307,11283,21343,16739,27966,105255,12514
"1021","E01001069",19711,4436,8018,6987,6035,4692,8264,58143,1716
"1022","E01001070",15628,12910,8110,4577,21469,17465,3931,84090,6488
"1023","E01001071",10926,11190,4423,5195,18904,11875,19234,81747,5942
"1024","E01001072",30960,5266,14488,16701,2524,4184,22692,96815,9911
"1025","E01001073",13896,5473,7725,10645,12451,13516,11935,75641,4636
"1026","E01001074",11364,9327,11693,7827,23754,18889,22105,104959,12423
"1027","E01001075",11006,5838,4041,5288,14041,10195,14641,65050,2700
"1028","E01001076",5314,29767,22112,1235,28435,28315,6068,121246,17692
"1029","E01001077",16629,26445,8461,9331,15777,16582,225,93450,8999
"1030","E01001078",8674,28786,23279,4593,30861,29001,1223,126417,19397
"1031","E01001079",9963,27166,22835,4153,30684,28633,3970,127404,19687
"1032","E01001080",13912,30107,33016,8115,33633,31312,1164,151259,27054
"1033","E01001081",8949,29760,17954,2034,28786,27852,193,115528,15875
"1034","E01001082",7295,28218,16236,2965,29643,27066,996,112419,14857
"1035","E01001083",21741,6785,6797,12093,3438,15890,6236,72980,4103
"1036","E01001084",19082,4933,6635,9397,7067,10642,19526,77282,4983
"1037","E01001085",12899,9502,8650,11628,17905,19532,23691,103807,12069
"1038","E01001086",18430,13975,10222,11820,6440,13920,16490,91297,8389
"1039","E01001087",7926,13291,12567,7145,24750,18890,17557,102126,11535
"1040","E01001088",8184,9318,2092,5689,20199,19533,10470,75485,4599
"1041","E01001089",8106,13856,5997,6045,24351,24497,16900,99752,10809
"1042","E01001090",6137,13857,6236,6396,24110,21743,16101,94580,9293
"1043","E01001091",18542,9275,3554,14423,5508,14578,14989,80869,5743
"1044","E01001092",22341,4808,22761,14192,11560,14078,21547,111287,14475
"1045","E01001093",13139,8426,5364,10823,15911,14079,2240,69982,3519
"1046","E01001094",24251,2408,8204,12702,5482,4185,5173,62405,2296
"1047","E01001095",5376,8274,2654,4354,15582,19381,14769,70390,3590
"1048","E01001096",21049,2659,3025,9245,4706,3943,10972,55599,1435
"1049","E01001097",12527,9708,16416,22191,22525,22502,13041,118910,16965
"1050","E01001098",18280,3057,4066,6647,5056,3944,512,41562,391
"1051","E01001099",7261,11650,10902,3648,25007,21749,4189,84406,6571
"1052","E01001100",12866,4400,4321,11054,10335,7187,2200,52363,1110
"1053","E01001101",19469,5971,1701,5855,646,1312,232,35186,201
"1054","E01001102",30205,8223,12740,18372,10795,7450,8079,95864,9652
"1055","E01001103",28419,14982,15962,14017,8875,7451,15809,105515,12598
"1056","E01001104",17048,5771,5520,9879,7530,2557,1655,49960,894
"1057","E01001105",11489,19086,11832,4399,24354,19382,2041,92583,8769
"1058","E01001106",17178,17564,13653,7861,15104,13355,14542,99257,10680
"1059","E01001107",25704,2992,5506,17411,4986,2107,11870,70576,3628
"1060","E01001108",23790,4306,3261,7142,1952,1775,2204,44430,534
"1061","E01001109",9125,15793,17178,6741,27979,27067,11814,115697,15932
"1062","E01001110",1590,14178,9814,6341,27158,28817,11298,99196,10667
"1063","E01001111",3986,14065,3768,5875,17023,23624,23480,91821,8541
"1064","E01001112",6955,9714,10790,8111,27140,28189,19701,110600,14237
"1065","E01001113",2683,13455,3048,10522,20952,24814,16496,91970,8586
"1066","E01001114",1909,19574,7935,2063,29515,29903,7331,98230,10361
"1067","E01001115",6978,21003,12542,2723,29875,29956,8979,112056,14740
"1068","E01001116",3585,15470,9335,5282,17488,23070,24122,98352,10397
"1069","E01001118",5252,22967,14586,7565,29480,29995,8587,118432,16806
"1070","E01001119",25780,18494,6162,16184,7649,4140,8199,86608,7137
"1071","E01001120",17816,14025,9232,9203,5667,8218,1993,66154,2856
"1072","E01001121",32627,10992,9874,24205,3473,2776,15204,99151,10657
"1073","E01001122",23112,6696,5046,14565,124,2777,7844,60164,1982
"1074","E01001123",20908,9073,3122,10275,1704,3226,77,48385,782
"1075","E01001124",30842,7800,8511,19376,3452,1975,1644,73600,4212
"1076","E01001125",20737,12118,12211,8731,9529,14080,323,77729,5064
"1077","E01001126",25747,19514,10195,17289,8457,5148,174,86524,7113
"1078","E01001127",23128,13016,4203,13630,8048,10643,43,72711,4042
"1079","E01001128",5273,25454,11954,894,32833,29957,131,106496,12915
"1080","E01001129",24082,11995,8573,15898,2772,1792,18,65130,2715
"1081","E01001130",1020,21738,9455,63,33556,31372,37,97241,10040
"1082","E01001131",14522,15293,5392,5901,19451,13356,3883,77798,5082
"1083","E01001132",27009,15784,14294,17785,9345,6923,4370,95510,9547
"1084","E01001133",31676,17199,21566,30069,11779,14081,261,126631,19458
"1085","E01001134",19612,10278,5656,19496,9390,11267,7836,83535,6370
"1086","E01001135",23946,15895,11649,16459,6058,10847,365,85219,6770
"1087","E01001136",5829,7407,12301,22079,19168,25750,5544,98078,10302
"1088","E01001137",8371,2117,7997,17955,18679,22099,19585,96803,9908
"1089","E01001138",6199,2108,7834,15289,22714,19267,6583,79994,5547
"1090","E01001139",7695,7787,5631,10353,12667,18481,13308,75922,4698
"1091","E01001140",4834,3587,6617,15212,17436,21952,7539,77177,4963
"1092","E01001141",3977,11970,10618,15017,27725,26045,2577,97929,10242
"1093","E01001142",11767,6407,4843,9588,14047,18737,16483,81872,5971
"1094","E01001143",8324,12252,11844,11971,26365,24749,2238,97743,10191
"1095","E01001144",4939,7261,11995,18480,24419,27358,6241,100693,11081
"1096","E01001145",4382,13842,13761,9418,30991,30150,9871,112415,14853
"1097","E01001146",11491,13121,5743,9851,14129,21304,724,76363,4790
"1098","E01001147",1623,15342,8182,3636,24640,27238,23676,104337,12223
"1099","E01001148",5052,11752,6558,8451,17821,23524,2130,75288,4556
"1100","E01001149",4702,7954,4572,5094,13640,17050,2942,55954,1473
"1101","E01001150",6738,4656,3525,6734,15689,20990,17207,75539,4616
"1102","E01001151",6818,23725,14286,7840,28469,28131,5983,115252,15771
"1103","E01001152",2971,15658,4206,4176,22237,27848,6448,83544,6372
"1104","E01001153",9077,11830,6750,14082,16411,21862,8060,88072,7508
"1105","E01001154",4044,16867,1726,3918,20447,23952,15769,86723,7158
"1106","E01001155",13213,22874,25640,12655,30077,31214,8231,143904,24992
"1107","E01001156",10672,6336,16527,10406,27847,25068,10686,107542,13230
"1108","E01001157",11426,14397,3106,3784,18501,18597,14027,83838,6435
"1109","E01001158",6387,9271,7869,10985,19820,20131,10307,84770,6673
"1110","E01001159",12951,5196,4649,6481,11619,15751,10281,66928,2980
